Name,City,State,Total Enrollment,Enrollment Men,Enrollment Women,Another Gender,American Indian or Alaska Native,Asian,Black or African American,Hispanic,Native Hawaiian or Other Pacific Islander,White,Two or more races,Race/ethnicity unknown,U.S. Nonresident
Pennsylvania State University-Penn State Berks,Reading,PA,2077,1229,848,13,5,136,158,307,0,1271,54,83,63
Pennsylvania State University-Penn State Brandywine,Media,PA,1196,729,467,10,0,146,208,107,0,602,60,32,41
Pennsylvania State University-Penn State DuBois,DuBois,PA,366,204,162,6,0,4,5,8,2,335,7,4,1
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,3295,2114,1181,25,2,147,108,140,3,2596,98,54,147
Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,424,192,232,2,0,5,19,12,3,371,11,3,0
Pennsylvania State University-Penn State Great Valley,Malvern,PA,271,178,93,0,0,21,10,11,0,115,9,4,101
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,363,223,140,1,0,19,80,21,1,203,26,6,7
Pennsylvania State University-Penn State Harrisburg,Middletown,PA,4572,2739,1833,30,5,557,422,385,1,2217,163,78,744
Pennsylvania State University-Penn State Hazleton,Hazleton,PA,473,253,220,3,0,21,43,116,1,256,21,9,6
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,888,510,378,8,0,105,58,183,0,470,31,22,19
Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,670,275,395,3,1,24,27,47,0,523,29,15,4
Pennsylvania State University-Penn State New Kensington,New Kensington,PA,460,275,185,2,0,6,28,25,0,360,16,20,5
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,623,228,395,7,2,18,75,55,1,414,17,37,4
Pennsylvania State University-Penn State Scranton,Dunmore,PA,875,475,400,8,3,92,47,111,0,580,24,10,8
Pennsylvania State University-Penn State Shenango,Sharon,PA,281,83,198,1,0,3,32,10,1,166,14,55,0
Pennsylvania State University-Penn State Wilkes-Barre,Dallas,PA,368,237,131,7,0,5,34,30,1,279,13,4,2
Pennsylvania State University-Penn State York,York,PA,718,463,255,9,2,49,52,73,1,480,17,17,27
Pennsylvania State University-World Campus,University Park,PA,13979,6995,6984,135,28,851,929,1428,25,9391,525,298,504
Pennsylvania Western University,California,PA,12778,4532,8246,0,22,149,1045,549,8,9993,382,479,151
Philadelphia College of Osteopathic Medicine,Philadelphia,PA,3036,1146,1890,0,6,611,494,67,1,1456,336,57,8
Philadelphia Technician Training,Philadelphia,PA,635,450,185,0,1,1,547,38,0,26,1,21,0
PITC Institute,Wyncote,PA,361,20,341,0,1,2,313,21,0,2,2,20,0
Pittsburgh Institute of Aeronautics,West Mifflin,PA,541,503,38,0,0,10,36,28,1,438,20,2,6
Pittsburgh Institute of Mortuary Science Inc,Pittsburgh,PA,372,102,270,0,0,5,29,5,0,311,22,0,0
Pittsburgh Technical College,Oakdale,PA,1066,669,397,5,1,10,96,22,3,766,43,123,2
Pittsburgh Theological Seminary,Pittsburgh,PA,223,122,101,0,0,6,48,1,0,148,5,2,13
PMCA Pittsburgh Multicultural Cosmetology Academy,Pittsburgh,PA,11,0,11,0,0,0,7,0,0,2,2,0,0
Point Park University,Pittsburgh,PA,3288,1162,2126,6,4,62,419,332,3,2223,118,27,100
Premier Barber Institute,Norristown,PA,70,54,16,0,1,0,42,9,0,13,4,1,0
Prism Career Institute-Philadelphia,Philadelphia,PA,393,29,364,0,0,9,315,39,0,21,4,5,0
Reading Area Community College,Reading,PA,4533,1586,2947,0,13,103,398,1704,11,2146,140,14,4
Reading Hospital School of Health Sciences,Reading,PA,259,41,218,0,0,8,18,43,0,183,7,0,0
Reconstructionist Rabbinical College,Wyncote,PA,48,15,33,11,0,2,3,0,0,43,0,0,0
Robert Morris University,Moon Township,PA,3431,1837,1594,20,9,60,268,115,2,2552,156,74,195
Rosedale Technical College,Pittsburgh,PA,417,387,30,0,1,2,52,12,0,340,10,0,0
Rosemont College,Rosemont,PA,754,288,466,206,0,12,163,66,1,210,16,283,3
Roxborough Memorial Hospital School of Nursing,Philadelphia,PA,174,23,151,0,0,10,53,8,0,97,0,6,0
Saint Charles Borromeo Seminary-Overbrook,Wynnewood,PA,158,152,6,0,0,8,2,20,0,114,2,0,12
Saint Francis University,Loretto,PA,2857,1045,1812,0,5,65,123,24,6,2397,94,141,2
Saint Joseph's University,Philadelphia,PA,7861,3200,4661,0,12,843,656,618,5,4963,214,228,322
Saint Vincent College,Latrobe,PA,1536,853,683,0,0,23,81,71,2,1233,41,56,29
Saint Vincent Seminary,Latrobe,PA,86,67,19,3,0,3,1,2,0,70,1,3,6
Salus University,Elkins Park,PA,1165,234,931,2,1,217,87,86,1,641,21,9,102
Schuylkill Technology Center,Frackville,PA,33,10,23,0,0,1,2,2,0,27,1,0,0
Seton Hill University,Greensburg,PA,1988,683,1305,0,2,45,133,76,0,1603,48,37,44
Sharon Regional School of Nursing,Sharon,PA,23,5,18,1,0,0,0,1,0,19,2,1,0
Shippensburg University of Pennsylvania,Shippensburg,PA,5162,2401,2761,0,6,82,606,349,1,3790,228,37,63
Slippery Rock University of Pennsylvania,Slippery Rock,PA,8221,3327,4894,0,17,82,342,232,4,6947,283,146,168
Somerset County Technology Center,Somerset,PA,40,7,33,0,0,0,2,1,0,37,0,0,0
South Hills Beauty Academy,Pittsburgh,PA,89,2,87,0,0,0,29,0,0,56,1,3,0
South Hills School of Business & Technology,State College,PA,272,97,175,2,0,3,5,10,0,251,3,0,0
St Lukes Hospital School of Nursing,Bethlehem,PA,337,27,310,0,0,3,38,59,0,237,0,0,0
Strayer University-Pennsylvania,Trevose,PA,1374,334,1040,43,3,16,688,195,3,394,61,13,1
Studio Incamminati,Philadelphia,PA,39,10,29,0,0,1,3,1,0,33,0,0,1
Susquehanna County Career and Technology Center,Springville,PA,42,6,36,0,0,0,0,0,0,42,0,0,0
Susquehanna University,Selinsgrove,PA,2231,948,1283,1,1,36,133,143,2,1704,59,134,19
Swarthmore College,Swarthmore,PA,1625,790,835,0,7,287,146,234,1,514,158,51,227
Talmudical Yeshiva of Philadelphia,Philadelphia,PA,123,123,0,0,0,0,0,0,0,119,0,0,4
Temple University,Philadelphia,PA,33196,14232,18964,166,44,4477,4879,2900,19,16107,1251,1593,1926
Thaddeus Stevens College of Technology,Lancaster,PA,1312,1189,123,0,5,16,146,187,1,897,53,1,6
The  Beauty Institute,Whitehall,PA,51,2,49,0,0,0,12,20,0,14,2,3,0
The Beauty Institute,Stroudsburg,PA,40,3,37,0,0,0,12,12,0,12,2,2,0
The Beauty Institute,Stroudsburg,PA,21,8,13,0,0,0,9,4,0,7,0,1,0
The Beauty Institute-Ambler,Ambler,PA,156,1,155,0,0,2,58,26,0,50,12,8,0
The Rapha School,Home,PA,31,2,29,0,0,0,3,0,0,28,0,0,0
The Salon Professional Academy-Altoona,Altoona,PA,40,0,40,0,0,0,1,0,0,39,0,0,0
The University of the Arts,Philadelphia,PA,1313,450,863,62,4,51,261,177,3,650,22,104,41
Theological Seminary of the Reformed Episcopal Church,Blue Bell,PA,28,26,2,0,0,0,8,2,0,17,0,0,1
Thiel College,Greenville,PA,907,436,471,2,2,26,95,22,2,684,31,45,0
Thomas Jefferson University,Philadelphia,PA,8286,2222,6064,0,10,1217,914,760,2,4373,362,241,407
Triangle Tech Inc-Bethlehem,Bethlehem,PA,120,110,10,0,0,2,9,26,1,80,2,0,0
Triangle Tech Inc-Dubois,Falls Creek,PA,73,66,7,0,0,2,1,1,0,69,0,0,0
Triangle Tech Inc-Greensburg,Greensburg,PA,101,96,5,0,0,0,4,1,0,94,2,0,0
Triangle Tech Inc-Pittsburgh,Pittsburgh,PA,105,93,12,0,1,0,29,3,0,68,4,0,0
Triangle Tech Inc-Sunbury,Sunbury,PA,53,44,9,0,0,0,0,5,0,46,2,0,0
Triangle Tech-Chambersburg,Chambersburg,PA,50,44,6,0,0,0,1,2,0,46,1,0,0
Trinity Episcopal School for Ministry,Ambridge,PA,254,182,72,0,0,3,1,0,0,187,0,5,58
United Lutheran Seminary,Gettysburg,PA,263,123,140,0,1,6,69,4,0,172,0,1,10
Universal Technical Institute of Pennsylvania Inc,Exton,PA,1001,964,37,0,5,17,129,238,0,506,88,18,0
University of Pennsylvania,Philadelphia,PA,28201,12366,15835,134,25,5764,1836,2054,11,9160,894,1526,6931
University of Pittsburgh-Bradford,Bradford,PA,1074,490,584,0,4,47,146,59,1,704,45,34,34
University of Pittsburgh-Greensburg,Greensburg,PA,1328,556,772,0,0,56,97,66,1,1011,51,30,16
University of Pittsburgh-Johnstown,Johnstown,PA,2043,1156,887,0,2,59,98,106,1,1540,47,156,34
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,33767,14131,19636,0,22,3886,1774,2077,14,20650,1389,836,3119
University of Pittsburgh-Titusville,Titusville,PA,23,3,20,0,0,1,0,0,0,22,0,0,0
University of Scranton,Scranton,PA,4731,1990,2741,0,5,204,182,512,7,3390,116,141,174
University of Valley Forge,Phoenixville,PA,583,273,310,0,5,16,88,141,0,289,20,3,21
UPMC Jameson School of Nursing,New Castle,PA,342,47,295,11,0,3,27,9,0,230,14,59,0
UPMC Mercy School of Nursing,Pittsburgh,PA,168,32,136,0,0,5,26,4,1,118,8,6,0
UPMC Shadyside School of Nursing,Pittsburgh,PA,422,60,362,0,1,12,65,32,0,293,14,4,1
UPMC St. Margaret School of Nursing,Pittsburgh,PA,112,18,94,0,0,1,10,2,1,76,7,15,0
Ursinus College,Collegeville,PA,1527,793,734,0,3,54,108,107,0,1140,65,40,10
Valley Forge Military College,Wayne,PA,84,67,17,0,0,5,6,7,1,60,3,2,0
Venango County Area Vocational Technical School,Oil City,PA,43,2,41,0,0,1,0,1,0,41,0,0,0
Venus Beauty Academy,Sharon Hill,PA,93,4,89,0,0,0,30,1,0,59,3,0,0
Vet Tech Institute,Pittsburgh,PA,215,19,196,0,2,2,16,3,0,175,13,4,0
Villanova University,Villanova,PA,10383,4800,5583,0,8,721,595,971,8,7141,375,173,391
Walnut Hill College,Philadelphia,PA,168,75,93,0,0,8,45,15,0,74,17,9,0
Washington & Jefferson College,Washington,PA,1151,603,548,0,3,19,85,63,1,875,69,16,20
Washington Health System School of Nursing,Washington,PA,33,4,29,0,0,0,0,0,0,33,0,0,0
Waynesburg University,Waynesburg,PA,1366,564,802,0,3,10,78,48,3,1145,43,31,5
Welder Training and Testing Institute,Allentown,PA,52,46,6,0,0,0,4,8,0,40,0,0,0
West Chester University of Pennsylvania,West Chester,PA,17275,6780,10495,0,19,554,2033,1189,2,12611,584,192,91
West Virginia Junior College-United Career Institute,Mount Braddock,PA,8,0,8,0,0,0,1,0,0,7,0,0,0
West Virginia Junior College-United Career Institute,Mount Braddock,PA,60,8,52,0,0,2,9,0,0,47,2,0,0
Western Area Career & Technology Center,Canonsburg,PA,32,2,30,0,0,0,7,0,0,25,0,0,0
Western Pennsylvania Hospital School of Nursing,Pittsburgh,PA,106,15,91,0,0,5,14,6,0,76,5,0,0
Westminster Theological Seminary,Glenside,PA,986,653,333,0,2,227,19,35,3,515,8,84,93
Westmoreland County Community College,Youngwood,PA,4171,1427,2744,28,14,38,129,81,4,3353,118,420,14
Widener University,Chester,PA,5416,1862,3554,0,7,190,900,380,4,3329,108,385,113
Wilkes University,Wilkes-Barre,PA,5207,1611,3596,0,8,201,558,394,3,3695,130,85,133
Wilkes-Barre Area Career and Technical Center Practical Nursing,Wilkes Barre,PA,65,5,60,0,0,2,10,10,0,41,2,0,0
Williamson College of the Trades,Media,PA,278,278,0,0,2,1,49,18,0,200,8,0,0
Wilson College,Chambersburg,PA,1360,314,1046,0,1,10,76,63,3,1070,23,90,24
Won Institute of Graduate Studies,Warminster,PA,92,14,78,0,1,8,4,10,0,62,4,1,2
Yeshivath Beth Moshe,Scranton,PA,37,37,0,0,0,0,0,0,0,37,0,0,0
York College of Pennsylvania,York,PA,3656,1527,2129,10,6,76,225,303,3,2698,142,171,32
York County School of Technology-Adult & Continuing Education,York,PA,213,104,109,0,1,4,60,19,0,121,5,3,0
YTI Career Institute-Altoona,Altoona,PA,121,23,98,0,0,1,47,8,1,44,5,15,0
YTI Career Institute-York,York,PA,551,194,357,0,3,20,64,70,0,294,29,71,0
Academia Serrant Inc,Ponce,PR,190,69,121,0,0,0,0,190,0,0,0,0,0
Advantage Technical College,Manati,PR,543,328,215,0,0,0,0,543,0,0,0,0,0
Advantage Technical College,Manati,PR,499,122,377,0,0,0,0,499,0,0,0,0,0
Advantage Technical College-Aguadilla,Aguadilla,PR,331,106,225,0,0,0,0,331,0,0,0,0,0
Albizu University-San Juan,San Juan,PR,2459,382,2077,0,0,0,4,2326,0,10,2,106,11
American Educational College,Bayamon,PR,141,47,94,0,0,0,0,141,0,0,0,0,0
American Technical Institute,Bayamon,PR,13,13,0,0,0,0,0,13,0,0,0,0,0
American University of Puerto Rico,Bayamon,PR,223,105,118,0,0,0,0,223,0,0,0,0,0
American University of Puerto Rico,Bayamon,PR,212,99,113,0,0,0,0,212,0,0,0,0,0
Antilles School of Technical Careers,San Juan,PR,397,75,322,0,0,0,0,397,0,0,0,0,0
Atenas College,Manati,PR,505,119,386,0,0,0,0,505,0,0,0,0,0
Atlantic University College,Guaynabo,PR,1653,1031,622,0,0,0,0,1653,0,0,0,0,0
Automeca Technical College-Aguadilla,Aguadilla,PR,275,264,11,0,0,0,0,275,0,0,0,0,0
Automeca Technical College-Bayamon,Bayamon,PR,452,429,23,0,0,0,0,452,0,0,0,0,0
Automeca Technical College-Caguas,Caguas,PR,129,127,2,0,0,0,0,129,0,0,0,0,0
Automeca Technical College-Ponce,Ponce,PR,249,235,14,0,0,0,0,249,0,0,0,0,0
Bayamon Community College,Bayamon,PR,190,7,183,0,0,0,0,190,0,0,0,0,0
Caribbean Aviation Training Institute Inc,Carolina,PR,200,188,12,0,0,0,0,200,0,0,0,0,0
Caribbean Forensic and Technical College,San Juan,PR,267,120,147,0,0,0,0,267,0,0,0,0,0
Caribbean University-Bayamon,Bayamon,PR,830,290,540,0,0,0,0,830,0,0,0,0,0
Caribbean University-Carolina,Carolina,PR,147,31,116,0,0,0,0,147,0,0,0,0,0
Caribbean University-Ponce,Ponce,PR,506,283,223,0,0,0,0,506,0,0,0,0,0
Caribbean University-Vega Baja,Vega Baja,PR,159,46,113,0,0,0,0,159,0,0,0,0,0
CEM College-Bayamon,BayamÛn,PR,92,30,62,0,0,0,0,92,0,0,0,0,0
CEM College-Humacao,Humacao,PR,185,42,143,0,0,0,0,185,0,0,0,0,0
CEM College-San Juan,San Juan,PR,210,55,155,0,0,0,0,210,0,0,0,0,0
Center for Advanced Studies On Puerto Rico and the Caribbean,San Juan,PR,334,177,157,0,0,0,0,334,0,0,0,0,0
Charlie's Guard-Detective Bureau and Academy Inc,Aguadilla,PR,45,18,27,0,0,0,0,45,0,0,0,0,0
Colegio de CinematografÌa Artes y Television,Bayamon,PR,618,455,163,0,0,0,0,618,0,0,0,0,0
Colegio Educativo Tecnologico Industrial Inc,Arecibo,PR,46,28,18,0,0,0,0,46,0,0,0,0,0
Colegio Mayor de Tecnologia Inc,Arroyo,PR,60,51,9,0,0,0,0,60,0,0,0,0,0
Colegio Tecnico de Electricidad Galloza,Aguada,PR,11,11,0,0,0,0,0,11,0,0,0,0,0
Colegio Universitario de San Juan,San Juan,PR,596,235,361,0,0,0,0,596,0,0,0,0,0
Columbia Central University-Caguas,Caguas,PR,2165,587,1578,0,0,0,0,2165,0,0,0,0,0
Commonwealth of Puerto Rico Department of Education-PRAMI,Fajardo,PR,274,258,16,0,0,0,0,274,0,0,0,0,0
D'Mart Institute,Barranquitas,PR,371,176,195,0,0,0,0,371,0,0,0,0,0
Dewey University-Carolina,Carolina,PR,363,94,269,0,0,0,0,363,0,0,0,0,0
Dewey University-Hato Rey,Hato Rey,PR,442,95,347,0,0,0,0,442,0,0,0,0,0
Dewey University-Juana DÌaz,Juana Diaz,PR,227,69,158,0,0,0,0,227,0,0,0,0,0
Dewey University-Manati,Manati,PR,292,63,229,0,0,0,0,292,0,0,0,0,0
EDP University of Puerto Rico Inc-San Juan,San Juan,PR,1302,391,911,0,0,0,0,1302,0,0,0,0,0
EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,PR,959,296,663,0,0,0,0,959,0,0,0,0,0
EDP University of Puerto Rico-Humacao,Humacao,PR,243,39,204,0,0,0,0,243,0,0,0,0,0
EDP University of Puerto Rico-Manati,Manati,PR,448,115,333,0,0,0,0,448,0,0,0,0,0
EDP University of Puerto Rico-Villalba,Villalba,PR,226,45,181,0,0,0,0,226,0,0,0,0,0
Emma's Beauty Academy-Juana Diaz,Juana Diaz,PR,313,91,222,0,0,0,0,313,0,0,0,0,0
Emma's Beauty Academy-Mayaguez,Mayaguez,PR,235,74,161,0,0,0,0,235,0,0,0,0,0
Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,489,124,365,0,0,0,1,488,0,0,0,0,0
Escuela de Peritos Electricistas de Isabela Inc,Isabela,PR,77,75,2,0,0,0,0,77,0,0,0,0,0
Escuela De Troqueleria Y Herramentaje,Bayamon,PR,62,59,3,0,0,0,0,62,0,0,0,0,0
Escuela Hotelera de San Juan,Hato Rey,PR,375,160,215,0,0,0,0,375,0,0,0,0,0
Escuela Tecnica de Electricidad,Ponce,PR,138,136,2,0,0,0,0,138,0,0,0,0,0
Huertas College,Caguas,PR,391,166,225,0,0,0,0,391,0,0,0,0,0
Humacao Community College,Humacao,PR,214,79,135,0,0,0,0,214,0,0,0,0,0
ICPR Junior College,Hato Rey,PR,466,89,377,0,0,0,0,466,0,0,0,0,0
ICPR Junior College,Hato Rey,PR,426,91,335,0,0,0,0,426,0,0,0,0,0
ICPR Junior College-Arecibo,Arecibo,PR,326,95,231,0,0,0,0,326,0,0,0,0,0
ICPR Junior College-Mayaguez,Mayaguez,PR,347,88,259,0,0,0,0,347,0,0,0,0,0
Industrial Technical College,Humacao,PR,142,57,85,0,0,0,0,142,0,0,0,0,0
Institucion Chaviano de Mayaguez,Mayaguez,PR,111,30,81,0,0,0,0,111,0,0,0,0,0
Institute of Beauty Careers,Arecibo,PR,131,25,106,0,0,0,0,131,0,0,0,0,0
Instituto Educativo Premier,Ponce,PR,282,97,185,0,0,0,0,282,0,0,0,0,0
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Guayama,PR,247,162,85,0,0,0,0,247,0,0,0,0,0
Instituto Tecnologico de Puerto Rico-Recinto de Manati,Manati,PR,452,260,192,0,0,0,0,452,0,0,0,0,0
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,San Juan,PR,165,116,49,0,0,0,0,165,0,0,0,0,0
Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,3178,1286,1892,55,2,0,2,3171,0,3,0,0,0
Inter American University of Puerto Rico-Arecibo,Arecibo,PR,2705,939,1766,65,1,1,0,2699,0,4,0,0,0
Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,1074,366,708,0,0,0,1,1072,1,0,0,0,0
Inter American University of Puerto Rico-Bayamon,Bayamon,PR,3820,2121,1699,6,8,1,5,3789,4,13,0,0,0
Inter American University of Puerto Rico-Fajardo,Fajardo,PR,1314,480,834,23,3,0,2,1305,0,4,0,0,0
Inter American University of Puerto Rico-Guayama,Guayama,PR,1605,519,1086,25,0,0,4,1590,1,10,0,0,0
Inter American University of Puerto Rico-Metro,San Juan,PR,5001,1921,3080,80,9,7,29,4925,2,29,0,0,0
Inter American University of Puerto Rico-Ponce,Mercedita,PR,3267,1150,2117,6,2,0,5,3249,1,10,0,0,0
Inter American University of Puerto Rico-San German,San German,PR,3249,1436,1813,15,4,1,3,3238,0,3,0,0,0
Inter American University of Puerto Rico-School of Law,San Juan,PR,656,244,412,2,0,0,4,649,0,3,0,0,0
Inter American University of Puerto Rico-School of Optometry,Bayamon,PR,216,76,140,1,1,31,16,130,0,38,0,0,0
IVAEM College,Caguas,PR,53,18,35,0,0,0,0,53,0,0,0,0,0
Leston College,Bayamon,PR,58,12,46,0,0,0,0,58,0,0,0,0,0
Liceo de Arte y Tecnologia,San Juan,PR,944,730,214,0,0,0,0,944,0,0,0,0,0
Liceo de Arte-Dise-O y Comercio,Caguas,PR,196,52,144,0,0,0,0,196,0,0,0,0,0
Mech-Tech College,Caguas,PR,2220,2106,114,0,2,0,1,2207,0,10,0,0,0
Modern Hairstyling Institute-Arecibo,Arecibo,PR,66,22,44,0,0,0,0,66,0,0,0,0,0
Modern Hairstyling Institute-Bayamon,Bayamon,PR,171,60,111,0,0,0,0,171,0,0,0,0,0
Modern Hairstyling Institute-Carolina,Carolina,PR,190,74,116,0,0,0,0,190,0,0,0,0,0
MyrAngel Beauty Institute,San Lorenzo,PR,209,28,181,0,0,0,18,188,0,3,0,0,0
Neo-Esthetique European Institute,San Juan,PR,162,4,158,0,0,0,0,162,0,0,0,0,0
Nova College de Puerto Rico,Bayamon,PR,141,35,106,0,0,0,0,141,0,0,0,0,0
NUC University,Bayamon,PR,26720,9028,17692,0,114,48,1050,24443,22,739,160,141,3
Ponce Health Sciences University,Ponce,PR,820,305,515,2,0,7,1,800,0,10,0,2,0
Ponce Health Sciences University-Centro Universitario de San Juan,Santurce,PR,208,36,172,0,0,0,0,208,0,0,0,0,0
Ponce Health Sciences University-East,Ponce,PR,680,106,574,0,0,0,2,678,0,0,0,0,0
Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,641,170,471,2,0,0,0,630,0,0,0,11,0
Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,725,248,477,0,0,0,0,724,0,0,0,1,0
Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,5776,1983,3793,0,0,0,2,5634,0,3,0,126,11
PPG Technical College,Caguas,PR,115,38,77,0,0,0,0,115,0,0,0,0,0
Professional Technical Institution,Bayamon,PR,175,170,5,0,0,0,0,175,0,0,0,0,0
Professional University Dr. Carlos J. Borrero Rios,Hato Rey,PR,162,71,91,0,0,0,0,162,0,0,0,0,0
Puerto Rico Conservatory of Music,San Juan,PR,326,225,101,0,0,0,1,311,0,0,0,0,14
Rosslyn Training Academy of Cosmetology,Aguada,PR,5,3,2,0,0,0,0,5,0,0,0,0,0
San Juan Bautista School of Medicine,Caguas,PR,407,161,246,0,0,9,1,370,0,21,0,6,0
Seminario Evangelico de Puerto Rico,San Juan,PR,128,81,47,0,0,0,0,128,0,0,0,0,0
Universal Technology College of Puerto Rico,Aguadilla,PR,185,87,98,0,0,0,0,185,0,0,0,0,0
Universidad Adventista de las Antillas,Mayaguez,PR,838,327,511,0,4,0,9,792,0,13,0,0,20
Universidad Ana G. Mendez-Carolina Campus,Carolina,PR,5558,2006,3552,0,0,0,0,5558,0,0,0,0,0
Universidad Ana G. Mendez-Cupey Campus,San Juan,PR,6120,1953,4167,0,0,0,0,6120,0,0,0,0,0
Universidad Ana G. Mendez-Gurabo Campus,Gurabo,PR,10133,3873,6260,0,0,0,0,10133,0,0,0,0,0
Universidad Central de Bayamon,BayamÛn,PR,784,250,534,0,0,0,0,777,0,0,0,0,7
Universidad Central Del Caribe,Bayamon,PR,522,186,336,0,1,2,1,482,0,3,0,33,0
Universidad del Sagrado Corazon,Santurce,PR,4224,1507,2717,0,0,0,2,4214,0,5,0,3,0
Universidad Pentecostal Mizpa,Rio Piedras,PR,152,95,57,0,0,0,0,152,0,0,0,0,0
Universidad Politecnica de Puerto Rico,Hato Rey,PR,4244,2995,1249,5,0,3,4,4226,0,6,0,5,0
Universidad Teologica del Caribe,Trujillo Alto,PR,381,209,172,0,0,0,0,261,0,0,0,120,0
University of Puerto Rico at Ponce,Ponce,PR,2221,1001,1220,0,0,0,0,2221,0,0,0,0,0
University of Puerto Rico-Aguadilla,Aguadilla,PR,1985,889,1096,0,0,0,7,1973,0,4,0,1,0
University of Puerto Rico-Arecibo,Arecibo,PR,2897,1102,1795,0,0,0,0,2897,0,0,0,0,0
University of Puerto Rico-Bayamon,Bayamon,PR,3022,1487,1535,0,0,0,0,3022,0,0,0,0,0
University of Puerto Rico-Carolina,Carolina,PR,2270,835,1435,0,20,0,85,2161,0,3,1,0,0
University of Puerto Rico-Cayey,Cayey,PR,2216,706,1510,0,0,0,0,2216,0,0,0,0,0
University of Puerto Rico-Humacao,Humacao,PR,2634,884,1750,0,20,0,102,2330,0,1,0,180,1
University of Puerto Rico-Mayaguez,Mayaguez,PR,11062,6091,4971,0,0,0,0,10057,0,0,0,769,236
University of Puerto Rico-Medical Sciences,San Juan,PR,2034,648,1386,0,0,2,0,2023,0,9,0,0,0
University of Puerto Rico-Rio Piedras,San Juan,PR,12037,4616,7421,0,99,14,584,9107,1,194,8,2030,0
University of Puerto Rico-Utuado,Utuado,PR,346,179,167,0,1,0,18,269,0,0,0,58,0
Palau Community College,Koror,PW,454,206,248,0,0,13,1,0,440,0,0,0,0
Brown University,Providence,RI,11189,5381,5808,1,35,1789,873,1162,14,3871,702,497,2246
